repo,pr_number,dependency,old_version,new_version,ecosystem,before_sha,after_sha,before_result,after_result,classification,failure_point,reproduced,confidence,reproduction_attempts,network_policy,log_paths,notes,created_at,title,created_at,source_dataset
risdenk/calcite,11,scala-library,2.10.3,2.12.6,maven,6a22cc25f9f7d083f30ff361d8c907f4d6173737,f6d66b57b178131d98e720592916b687f1da7c5b,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr11\\risdenk__calcite__pr11__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr11\\risdenk__calcite__pr11__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr11\\risdenk__calcite__pr11__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr11\\risdenk__calcite__pr11__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:26:27,[Security] Bump scala-library from 2.10.3 to 2.12.6,2018-09-01 14:53:10,partition1_xlsx
risdenk/calcite,10,xercesImpl,2.9.1,2.12.0,maven,ed5cfb0bee5b548ae385e936fd222e6075d3fb6a,7370feb772b88b1ee586197f0d8195af87d441cf,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr10\\risdenk__calcite__pr10__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr10\\risdenk__calcite__pr10__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr10\\risdenk__calcite__pr10__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr10\\risdenk__calcite__pr10__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:26:38,[Security] Bump xercesImpl from 2.9.1 to 2.12.0,2018-09-01 14:53:07,partition1_xlsx
risdenk/calcite,140,geode-core,1.6.0,1.9.0,maven,ed5cfb0bee5b548ae385e936fd222e6075d3fb6a,c07cce22e324f7d30588f7a59fb4f02a2a8d2794,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr140\\risdenk__calcite__pr140__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr140\\risdenk__calcite__pr140__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr140\\risdenk__calcite__pr140__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__calcite__pr140\\risdenk__calcite__pr140__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:26:48,[Security] Bump geode-core from 1.6.0 to 1.9.0,2019-04-29 11:26:44,partition1_xlsx
risdenk/knox,3,jetty-version,9.2.15.v20160210,9.4.12.v20180830,maven,28a77b7273d2b4515ee2f8898d70e6a380c57144,fc0d26fc6b0210d433ecab5aa111d255810d8426,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__knox__pr3\\risdenk__knox__pr3__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr3\\risdenk__knox__pr3__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr3\\risdenk__knox__pr3__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr3\\risdenk__knox__pr3__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:26:59,[Security] Bump jetty-version from 9.2.15.v20160210 to 9.4.12.v20180830,2018-09-01 14:53:27,partition1_xlsx
risdenk/knox,255,jackson.version,2.9.9,2.10.0.pr1,maven,30446bf80fefaa934d7f41d934208252cd9da53b,bd71d2740bf6e6195d438f1647fa9ec347dca88e,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\risdenk__knox__pr255\\risdenk__knox__pr255__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr255\\risdenk__knox__pr255__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr255\\risdenk__knox__pr255__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\risdenk__knox__pr255\\risdenk__knox__pr255__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:27:10,[Security] Bump jackson.version from 2.9.9 to 2.10.0.pr1,2019-07-19 11:13:00,partition1_xlsx
ucsdlib/damspas,631,devise,3.5.6,4.6.0,gem,10988202128e8f0d8a8a60661da39b600e5dcbe2,af1ebbc1ab6ce3029d99b1d6eb5a4a64b6ce9714,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 03:27:39,[Security] Bump devise from 3.5.6 to 4.6.0,2019-05-10 21:04:53,partition1_xlsx
openfoodfoundation/openfoodnetwork,2596,haml,4.0.4,5.0.4,unknown,44faa116db23a6591fccafe62d185fd6fc450ba7,f77a7fdb92e5d971190a9ed19e95d409ac7adc2b,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 03:27:57,[Security] Bump haml from 4.0.4 to 5.0.4,2018-08-27 19:19:10,partition1_xlsx
devights/CarterScraper,14,django,1.7,1.11.20,pip,7a98e9683d658d76096b115721a110b58f380b87,428ca982ab9f68f056bdce44f25de8909961f9f6,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr14\\devights__CarterScraper__pr14__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr14\\devights__CarterScraper__pr14__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr14\\devights__CarterScraper__pr14__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\devights__CarterScraper__pr14\\devights__CarterScraper__pr14__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:28:16,[Security] Bump django from 1.7 to 1.11.20,2019-05-01 13:11:28,partition1_xlsx
janlaan/DependencyCheck,77,struts2-core,2.1.2,2.5.17,maven,11cb713238ebdafa2f37e91564b371c8e805a3a5,7ec7f7d7d124f3cb326fb213a8ff5fd95efd6f5d,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\janlaan__DependencyCheck__pr77\\janlaan__DependencyCheck__pr77__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\janlaan__DependencyCheck__pr77\\janlaan__DependencyCheck__pr77__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\janlaan__DependencyCheck__pr77\\janlaan__DependencyCheck__pr77__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\janlaan__DependencyCheck__pr77\\janlaan__DependencyCheck__pr77__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:28:40,[Security] Bump struts2-core from 2.1.2 to 2.5.17,2018-08-29 20:20:43,partition1_xlsx
mwarkentin/stats.shrinkray.io,7,gunicorn,19.3.0,19.9.0,pip,278e3dcaaa199ce7b23fa57dbd88806b4fab487f,0c78e4612d3e1f41c4e635895df9f91227ddff73,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr7\\mwarkentin__stats.shrinkray.io__pr7__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr7\\mwarkentin__stats.shrinkray.io__pr7__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr7\\mwarkentin__stats.shrinkray.io__pr7__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr7\\mwarkentin__stats.shrinkray.io__pr7__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:28:51,[Security] Bump gunicorn from 19.3.0 to 19.9.0,2018-08-24 02:30:10,partition1_xlsx
mwarkentin/stats.shrinkray.io,39,flask,0.10.1,0.12.3,pip,278e3dcaaa199ce7b23fa57dbd88806b4fab487f,131983d1bcfab8a03bc1b916cbccaad80f08fe18,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr39\\mwarkentin__stats.shrinkray.io__pr39__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr39\\mwarkentin__stats.shrinkray.io__pr39__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr39\\mwarkentin__stats.shrinkray.io__pr39__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr39\\mwarkentin__stats.shrinkray.io__pr39__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:29:00,[Security] Bump flask from 0.10.1 to 0.12.3,2019-05-20 10:57:17,partition1_xlsx
mwarkentin/stats.shrinkray.io,46,werkzeug,0.10.4,0.15.5,pip,278e3dcaaa199ce7b23fa57dbd88806b4fab487f,fa1b504fa60ec84d2755f8de75d1dbfd838d67ca,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr46\\mwarkentin__stats.shrinkray.io__pr46__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr46\\mwarkentin__stats.shrinkray.io__pr46__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr46\\mwarkentin__stats.shrinkray.io__pr46__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\mwarkentin__stats.shrinkray.io__pr46\\mwarkentin__stats.shrinkray.io__pr46__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:29:11,[Security] Bump werkzeug from 0.10.4 to 0.15.5,2019-07-22 11:16:00,partition1_xlsx
venetucci/giveback,67,uglifier,2.7.1,4.1.14,unknown,5967d97fb1b5d05c1ab42f41e14707adbccbb9af,ac8b3762753661f081ec95fa6c3ab49c4778c7c1,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 03:29:35,[Security] Bump uglifier from 2.7.1 to 4.1.14,2018-07-03 13:20:39,partition1_xlsx
codebar/planner,1010,jquery-rails,3.1.4,4.3.5,unknown,db349cad83e8b02088ac9b0c1ddb311b8e611b29,39de2d060dcce2bf7e9ab1bd747230e05508a882,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 03:29:41,[Security] Bump jquery-rails from 3.1.4 to 4.3.5,2019-07-15 08:06:00,partition1_xlsx
adaptris/interlok-exec,3,log4j-core,2.8.1,2.11.1,gradle,5c748000aa9d7b1831ccdb71a934954bf13e82a6,37d8c0d30f9b0ebe4146c021fe3a9b9456a05087,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\adaptris__interlok-exec__pr3\\adaptris__interlok-exec__pr3__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-exec__pr3\\adaptris__interlok-exec__pr3__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-exec__pr3\\adaptris__interlok-exec__pr3__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-exec__pr3\\adaptris__interlok-exec__pr3__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:29:43,[Security] Bump log4j-core from 2.8.1 to 2.11.1,2018-10-11 15:07:01,partition1_xlsx
adaptris/interlok-aws,10,log4j-core,2.8.1,2.11.1,gradle,1988db04600d71a33a39cc089f43ffd9bd139ba9,7d264eb150f61fe51155c6391fc273a00031a75f,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\adaptris__interlok-aws__pr10\\adaptris__interlok-aws__pr10__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-aws__pr10\\adaptris__interlok-aws__pr10__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-aws__pr10\\adaptris__interlok-aws__pr10__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-aws__pr10\\adaptris__interlok-aws__pr10__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:29:46,[Security] Bump log4j-core from 2.8.1 to 2.11.1,2018-10-09 05:40:07,partition1_xlsx
pyprism/Hiren-Vault,153,django,2.1.7,2.2.2,pip,04f5f2b3b0e4b4caab43953acfd9021d51108388,e2b77c3737a4e03f8ebd362b9a3f9455b8ace6ea,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 03:29:47,[Security] Bump django from 2.1.7 to 2.2.2,2019-06-03 13:54:27,partition1_xlsx
adaptris/interlok-es-rest,16,log4j-core,2.8.1,2.11.1,gradle,c5bea598428f67bea3bac4480e272d197c2f53bf,001f38a444e29883aad3ad35bf9742cd3dfaad12,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\adaptris__interlok-es-rest__pr16\\adaptris__interlok-es-rest__pr16__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-es-rest__pr16\\adaptris__interlok-es-rest__pr16__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-es-rest__pr16\\adaptris__interlok-es-rest__pr16__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\adaptris__interlok-es-rest__pr16\\adaptris__interlok-es-rest__pr16__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:29:54,[Security] Bump log4j-core from 2.8.1 to 2.11.1,2018-10-09 05:37:14,partition1_xlsx
Resurfed/timer-api,26,django,2.0.5,2.1.2,pip,6e6509213f4cba778d8f7cb66f77f3b118923c3b,5eda0265629b7fe44aed0ca6023c2bbe3d01f216,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\Resurfed__timer-api__pr26\\Resurfed__timer-api__pr26__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Resurfed__timer-api__pr26\\Resurfed__timer-api__pr26__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\Resurfed__timer-api__pr26\\Resurfed__timer-api__pr26__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\Resurfed__timer-api__pr26\\Resurfed__timer-api__pr26__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 03:31:32,[Security] Bump django from 2.0.5 to 2.1.2,2018-10-05 07:27:54,partition1_xlsx
arxiv-vanity/arxiv-vanity,334,django,2.0.7,2.1.2,pip,1bd2f4879d84026c033fb2985310299ea24bb69e,8814f707a9cd50550b845ae6aff61defc899cfe3,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\arxiv-vanity__arxiv-vanity__pr334\\arxiv-vanity__arxiv-vanity__pr334__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\arxiv-vanity__arxiv-vanity__pr334\\arxiv-vanity__arxiv-vanity__pr334__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\arxiv-vanity__arxiv-vanity__pr334\\arxiv-vanity__arxiv-vanity__pr334__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\arxiv-vanity__arxiv-vanity__pr334\\arxiv-vanity__arxiv-vanity__pr334__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 04:51:04,[Security] Bump django from 2.0.7 to 2.1.2,2018-10-05 05:47:21,partition1_xlsx
cedadev/jasmin-cloud,60,django,2.0.7,2.1.2,pip,7e7b4d94f4988a13f788628c254c52272997e4c3,100e007f603597510d9c925379d40a2787328eb1,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\cedadev__jasmin-cloud__pr60\\cedadev__jasmin-cloud__pr60__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\cedadev__jasmin-cloud__pr60\\cedadev__jasmin-cloud__pr60__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\cedadev__jasmin-cloud__pr60\\cedadev__jasmin-cloud__pr60__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\cedadev__jasmin-cloud__pr60\\cedadev__jasmin-cloud__pr60__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 04:51:47,[Security] Bump django from 2.0.7 to 2.1.2,2018-10-05 05:38:26,partition1_xlsx
open-ods/open-ods,146,flask,0.12.2,1.0,pip,0a4624fed05dcee297eceeb2aeb99b477c8cf96e,203eb7382ed41f73dd7f8f1f65997678adb232f7,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr146\\open-ods__open-ods__pr146__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr146\\open-ods__open-ods__pr146__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr146\\open-ods__open-ods__pr146__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\open-ods__open-ods__pr146\\open-ods__open-ods__pr146__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-29 04:52:04,[Security] Bump flask from 0.12.2 to 1.0,2018-04-27 05:29:56,partition1_xlsx
hummingbird-me/kitsu-server,456,doorkeeper,4.2.6,5.0.0,unknown,cff471cf277743f379fa68f4c66e0c0094ead21d,075169c64620f6f80fb182e2933c929b823bb736,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 04:52:12,[Security] Bump doorkeeper from 4.2.6 to 5.0.0,2018-08-27 06:38:48,partition1_xlsx
davygora/splits-io,4,doorkeeper,4.3.2,5.0.0,unknown,743ca8ccb783ffdfeee83923bfcbba1ac21319eb,e6f8ffa289df3990054cc0eb225ed189116e3356,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 04:52:20,[Security] Bump doorkeeper from 4.3.2 to 5.0.0,2018-09-03 18:35:33,partition1_xlsx
davygora/splits-io,12,doorkeeper,4.3.2,5.0.1,unknown,743ca8ccb783ffdfeee83923bfcbba1ac21319eb,70f38e066ddaf093637a2e318435b24c840bb593,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-29 04:52:28,[Security] Bump doorkeeper from 4.3.2 to 5.0.1,2018-10-11 03:41:47,partition1_xlsx
ewilkinsiii/movie_critics2,155,devise,3.5.10,4.6.0,gem,fca42dd0f367d42249a6b522968f1664bb41c46d,9402389e8817becad30aa17738a79e3113dea2d8,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\ewilkinsiii__movie_critics2__pr155\\ewilkinsiii__movie_critics2__pr155__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ewilkinsiii__movie_critics2__pr155\\ewilkinsiii__movie_critics2__pr155__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\ewilkinsiii__movie_critics2__pr155\\ewilkinsiii__movie_critics2__pr155__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ewilkinsiii__movie_critics2__pr155\\ewilkinsiii__movie_critics2__pr155__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:23:07,[Security] Bump devise from 3.5.10 to 4.6.0,2019-08-22 09:58:00,partition1_xlsx
sparc-request/sparc-fulfillment,335,grape,0.9.0,1.1.0,gem,168400873262be3132bb024cd56ca66b9c0c9691,f039355e1174bfe1fa64879f5eed5c4ef97c3667,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\sparc-request__sparc-fulfillment__pr335\\sparc-request__sparc-fulfillment__pr335__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\sparc-request__sparc-fulfillment__pr335\\sparc-request__sparc-fulfillment__pr335__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\sparc-request__sparc-fulfillment__pr335\\sparc-request__sparc-fulfillment__pr335__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\sparc-request__sparc-fulfillment__pr335\\sparc-request__sparc-fulfillment__pr335__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:23:17,[Security] Bump grape from 0.9.0 to 1.1.0,2018-08-24 14:41:38,partition1_xlsx
ZachNusbaum/PowerTool,31,doorkeeper,4.3.2,5.0.0,gem,429ccbb8aa60788a568ac3306b926cacaf1a13f4,88aa6e7b4d4b81d1922fa409c405052d4fd54a34,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr31\\ZachNusbaum__PowerTool__pr31__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr31\\ZachNusbaum__PowerTool__pr31__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr31\\ZachNusbaum__PowerTool__pr31__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr31\\ZachNusbaum__PowerTool__pr31__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:23:25,[Security] Bump doorkeeper from 4.3.2 to 5.0.0,2018-08-27 07:20:03,partition1_xlsx
ZachNusbaum/PowerTool,35,doorkeeper,4.3.2,5.0.1,gem,429ccbb8aa60788a568ac3306b926cacaf1a13f4,ac06b0bac5d9378d31de38e3a350e223eab909db,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr35\\ZachNusbaum__PowerTool__pr35__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr35\\ZachNusbaum__PowerTool__pr35__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr35\\ZachNusbaum__PowerTool__pr35__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\ZachNusbaum__PowerTool__pr35\\ZachNusbaum__PowerTool__pr35__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:23:33,[Security] Bump doorkeeper from 4.3.2 to 5.0.1,2018-10-11 07:35:19,partition1_xlsx
ucsdlib/damspas,608,devise,3.5.6,4.6.1,gem,0ca1e33e577b3c0b05cb79bee7296fd97fc1591d,1bd61d1f200d9964cfe1ddda6e3292808c79a979,UNRUNNABLE,UNRUNNABLE,UNRUNNABLE,,0,medium,1,,[],,2026-07-30 00:23:58,[Security] Bump devise from 3.5.6 to 4.6.1,2019-03-04 09:27:41,partition1_xlsx
tnir/gitlabhq,360,devise,4.4.3,4.6.1,gem,09d25b04c34398f9f825b3cc95265af3097fa035,6134e477a33543c56b1cc23ec716754670373d64,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr360\\tnir__gitlabhq__pr360__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr360\\tnir__gitlabhq__pr360__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr360\\tnir__gitlabhq__pr360__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr360\\tnir__gitlabhq__pr360__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:26:32,[Security] Bump devise from 4.4.3 to 4.6.1,2019-03-14 19:53:00,partition1_xlsx
tnir/gitlabhq,382,devise,4.4.3,4.6.0,gem,10bf3bbc904c96d5d7633f58cb93cf6927e18c8e,5536bcc5799911b0149494c3a86d60dfac16c15f,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr382\\tnir__gitlabhq__pr382__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr382\\tnir__gitlabhq__pr382__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr382\\tnir__gitlabhq__pr382__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\tnir__gitlabhq__pr382\\tnir__gitlabhq__pr382__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:28:38,[Security] Bump devise from 4.4.3 to 4.6.0,2019-04-22 08:23:30,partition1_xlsx
samjewell/hello-app-hartl-rails-tutorial,81,rails,4.2.10,5.2.2.1,gem,ab1ae1b3e2bef978182ab6214bf645210b816bde,f155c08510d92f81290343ad8bfd7d7af05987a8,INSTALL,INSTALL,FAIL->FAIL,,0,medium,1,,"[""C:\\depbot-work\\execution_logs\\samjewell__hello-app-hartl-rails-tutorial__pr81\\samjewell__hello-app-hartl-rails-tutorial__pr81__BEFORE__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\samjewell__hello-app-hartl-rails-tutorial__pr81\\samjewell__hello-app-hartl-rails-tutorial__pr81__BEFORE__INSTALL__att1.stderr.txt"", ""C:\\depbot-work\\execution_logs\\samjewell__hello-app-hartl-rails-tutorial__pr81\\samjewell__hello-app-hartl-rails-tutorial__pr81__AFTER__INSTALL__att1.stdout.txt"", ""C:\\depbot-work\\execution_logs\\samjewell__hello-app-hartl-rails-tutorial__pr81\\samjewell__hello-app-hartl-rails-tutorial__pr81__AFTER__INSTALL__att1.stderr.txt""]",,2026-07-30 00:28:44,[Security] Bump rails from 4.2.10 to 5.2.2.1,2019-03-18 05:36:22,partition1_xlsx
